NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,DegitRatioInURL,NoOfDegitsInURL,NoOfOtherSpecialCharsInURL,URLLength,label,TLD
0,2.0,0,0,0,0,0,0,0.0,37.0,0,0.0,0.0,1.0,28.0,0,com
1,50.0,0,0,0,0,1,0,1.0,104.0,0,0.0,0.0,4.0,43.0,0,io
0,8.0,0,0,0,0,0,0,0.0,49.0,0,0.0,0.0,1.0,21.0,0,ml
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,2.0,29.0,0,com
0,2.0,0,0,0,0,0,0,0.0,32.0,0,0.0,0.0,2.0,23.0,0,my
1,2.0,1,0,1,0,0,0,0.0,836.0,0,0.027,1.0,3.0,37.0,0,com
0,14.0,0,0,1,0,0,0,0.0,122.0,0,0.099305556,3.0,1.0,21.0,0,com
0,9.0,0,0,0,0,0,0,0.0,37.0,0,0.01,2.0,1.0,20.0,0,com
2,23.0,0,2,1,0,1,0,0.0,1448.0,0,0.0,0.0,2.0,30.0,0,pl
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.04,1.0,2.0,25.0,0,net
2,223.0,0,0,0,0,0,1,1.0,105.0,0,0.0,0.0,3.0,26.0,0,info
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.03,12.0,4.0,40.0,0,com
0,2.0,0,0,0,0,0,0,0.0,31.0,0,0.0,0.0,1.0,22.0,0,org
1,2.0,1,0,1,0,0,0,0.0,511.0,0,0.25,7.0,2.0,28.0,0,ru
0,38.0,0,0,0,0,2,0,0.0,135.0,0,0.169444444,10.0,5.0,41.0,0,ru
0,248.0,0,7,2,0,5,0,1.0,1114.0,0,0.0,0.0,4.0,47.0,0,io
0,2.0,0,0,0,0,0,0,1.0,45.0,0,0.0,0.0,3.0,37.0,0,com
0,9.0,0,0,0,0,0,0,1.0,91.0,0,0.087,4.0,6.0,46.0,0,com
1,13.0,0,0,0,0,0,0,1.0,73.0,0,0.0,0.0,4.0,35.0,0,icu
0,9.0,0,0,0,0,0,0,0.0,57.0,0,0.0,0.0,1.0,24.0,0,eu
0,2.0,0,0,0,0,0,0,0.0,43.0,0,0.0,0.0,1.0,33.0,0,com
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.13,7.0,4.0,54.0,0,co
0,2.0,0,0,0,0,0,0,0.0,29.0,0,0.05,1.0,1.0,20.0,0,com
2,872.0,0,0,6,0,1,1,1.0,603910.0,0,0.202777778,26.0,11.0,89.0,0,co
1,9.0,1,0,0,0,0,0,0.0,78.0,0,0.0,0.0,1.0,26.0,0,com
4,271.0,1,19,9,0,3,0,1.0,19860.0,0,0.122222222,6.0,4.0,34.0,0,com
0,6.0,0,0,0,0,0,0,1.0,67.0,0,0.09375,5.0,5.0,37.0,0,app
0,16.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,2.0,31.0,0,com
0,2.0,0,0,0,0,0,0,0.0,40.0,0,0.0,0.0,1.0,31.0,0,top
0,11.0,0,0,0,0,0,0,0.0,86.0,0,0.0,0.0,4.0,78.0,0,com
1,9.0,1,0,0,0,0,0,0.0,73.0,0,0.0,0.0,1.0,20.0,0,gr
2,128.0,0,2,0,0,0,0,1.0,282.0,0,0.0,0.0,1.0,19.0,0,shop
0,16.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,3.0,37.0,0,com
12,177.0,0,9,2,0,1,0,1.0,635.0,0,0.204166667,10.0,5.0,34.0,0,re
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,26.0,0,com
1,9.0,1,0,0,0,0,0,0.0,88.0,0,0.0,0.0,1.0,36.0,0,com
2,30.0,0,1,0,0,1,0,1.0,134.0,0,0.102083333,5.0,3.0,34.0,0,io
0,15.0,0,0,0,0,0,0,1.0,155.0,0,0.0,0.0,2.0,21.0,0,uk
0,3.0,0,0,0,0,0,0,0.0,162.0,0,0.117361111,10.0,9.0,59.0,0,com
1,13.0,1,0,0,0,0,0,0.0,111.0,0,0.0,0.0,2.0,33.0,0,net
0,2.0,0,0,0,0,0,0,0.0,31.0,0,0.0,0.0,1.0,22.0,0,com
3,246.0,0,4,4,0,4,1,1.0,225.0,0,0.089,4.0,5.0,45.0,0,mx
1,64.0,3,0,8,0,2,0,1.0,151.0,1,0.0,0.0,3.0,35.0,0,com
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.203472222,12.0,5.0,41.0,0,com
14,34.0,1,0,0,0,0,0,1.0,218.0,0,0.02,1.0,6.0,51.0,0,com
0,8.0,0,0,0,0,0,0,1.0,56379.0,0,0.048,4.0,4.0,83.0,0,link
0,16.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,3.0,26.0,0,info
1,9.0,1,0,0,0,0,0,0.0,78.0,0,0.04,1.0,1.0,25.0,0,com
0,2.0,0,0,0,0,0,0,0.0,30.0,0,0.0,0.0,1.0,22.0,0,stream
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.25,6.0,1.0,24.0,0,top
0,2.0,0,0,0,0,0,0,1.0,195.0,0,0.0,0.0,4.0,36.0,0,sbs
0,2.0,0,0,0,0,0,0,0.0,54.0,0,0.331944444,22.0,1.0,46.0,0,com
0,2.0,0,0,0,0,0,0,0.0,59.0,0,0.02,1.0,3.0,50.0,0,com
1,148.0,0,0,9,0,4,0,1.0,158.0,1,0.167361111,21.0,5.0,87.0,0,fr
4,271.0,1,19,9,0,3,0,1.0,19659.0,0,0.122222222,6.0,4.0,34.0,0,com
4,156.0,0,8,2,0,1,1,0.0,8404.0,0,0.253472222,19.0,3.0,52.0,0,com
0,2.0,0,0,0,0,0,0,0.0,46.0,0,0.0,0.0,2.0,28.0,0,mn
1,2.0,0,0,0,0,0,0,1.0,68.0,0,0.098,5.0,6.0,51.0,0,dev
0,62.0,0,1,0,0,1,0,1.0,137.0,0,0.0,0.0,6.0,59.0,0,com
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,17.0,0,fr
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.073611111,5.0,6.0,47.0,0,app
5,86.0,0,0,7,0,4,1,0.0,9971.0,0,0.0,0.0,5.0,38.0,0,me
0,2.0,0,0,0,0,0,0,0.0,32.0,0,0.043,1.0,2.0,23.0,0,com
0,2.0,0,0,0,0,0,0,1.0,95.0,0,0.1375,17.0,11.0,86.0,0,co
0,9.0,0,0,0,0,0,0,1.0,96.0,0,0.091,8.0,4.0,88.0,0,io
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,31.0,0,com
0,15.0,0,0,0,0,0,0,0.0,155.0,0,0.0,0.0,2.0,23.0,0,com
0,129.0,3,1,1,0,0,0,1.0,368.0,0,0.0,0.0,6.0,42.0,0,com
2,48.0,2,2,4,0,1,1,1.0,5610.0,1,0.0,0.0,2.0,39.0,0,com
0,3.0,0,0,0,0,0,0,0.0,162.0,0,0.0,0.0,1.0,22.0,0,info
0,2.0,0,0,0,0,0,0,1.0,52.0,0,0.045,1.0,1.0,22.0,0,kred
0,2.0,0,0,0,0,0,0,0.0,39.0,0,0.0,0.0,2.0,31.0,0,com
4,173.0,1,19,9,0,3,0,1.0,18203.0,0,0.126388889,6.0,3.0,33.0,0,com
0,2.0,0,0,0,0,0,0,0.0,672.0,0,0.055,5.0,12.0,91.0,0,com
1,9.0,1,0,0,0,0,0,0.0,94.0,0,0.0,0.0,6.0,43.0,0,com
1,2.0,1,0,1,0,1,0,1.0,838.0,0,0.0,0.0,5.0,36.0,0,shop
0,103.0,0,14,0,0,1,0,0.0,87.0,0,0.0,0.0,3.0,30.0,0,org
0,4.0,0,0,0,0,0,0,1.0,189.0,0,0.0,0.0,5.0,55.0,0,com
0,2.0,0,0,0,0,0,0,0.0,44.0,0,0.0,0.0,1.0,35.0,0,com
1,2.0,0,0,1,0,1,0,1.0,1339.0,0,0.0,0.0,2.0,26.0,0,app
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.0,0.0,1.0,24.0,0,com
1,3.0,1,1,1,0,1,0,1.0,13642.0,0,0.091,3.0,2.0,33.0,0,ink
0,2.0,0,0,0,0,0,0,1.0,168.0,0,0.0,0.0,1.0,40.0,0,com
0,9.0,0,0,0,0,0,0,1.0,50.0,0,0.028,1.0,3.0,36.0,0,io
0,2.0,0,0,0,0,0,0,0.0,46.0,0,0.109722222,6.0,2.0,38.0,0,com
0,11.0,0,0,1,0,0,0,1.0,224.0,0,0.0,0.0,3.0,22.0,0,app
3,173.0,2,19,9,0,3,0,1.0,20024.0,0,0.134722222,6.0,3.0,31.0,0,site
1,228.0,0,0,1,0,0,0,1.0,77763.0,0,0.037,1.0,3.0,27.0,0,app
0,2.0,0,0,0,0,0,0,0.0,35.0,0,0.0,0.0,1.0,25.0,0,com
0,9.0,0,0,0,0,0,0,0.0,57.0,0,0.0,0.0,1.0,29.0,0,com
2,27.0,1,1,1,0,1,0,1.0,3668.0,0,0.035,2.0,6.0,57.0,0,app
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.122222222,6.0,4.0,34.0,0,com
3,120.0,1,0,0,0,0,0,0.0,143897.0,0,0.0,0.0,10.0,70.0,0,ru
3,266.0,0,0,7,0,1,0,0.0,217.0,0,0.0,0.0,14.0,101.0,0,au
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,27.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.124305556,5.0,3.0,28.0,0,app
0,2.0,0,0,0,0,0,0,0.0,37.0,0,0.0,0.0,1.0,28.0,0,com
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,1.0,21.0,0,com
4,1792.0,0,0,12,0,2,1,1.0,353128.0,0,0.084722222,11.0,5.0,90.0,0,io
1,67.0,0,0,0,0,0,0,0.0,126.0,0,0.061,2.0,2.0,33.0,0,com
1,13.0,1,0,0,0,0,0,0.0,101.0,0,0.092361111,4.0,3.0,30.0,0,site
0,129.0,3,1,1,0,0,0,1.0,368.0,0,0.134722222,6.0,3.0,31.0,0,com
1,3.0,0,0,0,0,0,0,0.0,97.0,0,0.0,0.0,1.0,18.0,0,uk
1,119.0,2,0,0,0,0,0,0.0,9760.0,1,0.093,4.0,3.0,43.0,0,net
3,120.0,1,0,0,0,0,0,0.0,143897.0,0,0.0,0.0,10.0,70.0,0,ru
0,5.0,0,0,0,0,0,0,1.0,50.0,0,0.024,1.0,4.0,42.0,0,com
0,9.0,0,0,0,0,0,0,1.0,92.0,0,0.095,8.0,4.0,84.0,0,cool
0,9.0,0,0,0,0,0,0,0.0,51.0,0,0.0,0.0,4.0,42.0,0,io
0,20.0,0,0,0,0,0,0,0.0,213.0,0,0.0,0.0,2.0,25.0,0,ml
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.08,4.0,6.0,50.0,0,com
0,2.0,0,0,0,0,0,0,0.0,36.0,0,0.0,0.0,1.0,27.0,0,com
0,8.0,0,0,0,0,0,0,1.0,104.0,0,0.070138889,7.0,7.0,69.0,0,net
1,9.0,1,0,0,0,0,0,1.0,115.0,0,0.017,1.0,8.0,60.0,0,tn
0,2.0,0,0,0,0,0,0,1.0,82.0,0,0.0,0.0,3.0,27.0,0,co
0,251.0,0,0,0,0,0,0,1.0,5028.0,0,0.274305556,32.0,7.0,81.0,0,com
2,10.0,2,1,2,0,1,1,1.0,35396.0,0,0.067,11.0,14.0,165.0,0,com
1,95.0,2,0,0,0,2,0,1.0,394.0,0,0.0,0.0,5.0,31.0,0,de
2,51.0,0,2,1,0,0,1,1.0,25291.0,0,0.036,1.0,4.0,28.0,0,app
0,33.0,0,0,0,0,0,0,1.0,133.0,0,0.0,0.0,8.0,82.0,0,dental
0,2.0,0,0,0,0,0,0,1.0,49.0,0,0.11875,7.0,5.0,41.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.0,0.0,3.0,32.0,0,com
1,11.0,0,0,0,0,0,0,0.0,71.0,0,0.059,1.0,1.0,17.0,0,de
24,53.0,0,15,0,0,1,0,1.0,197.0,1,0.0,0.0,2.0,27.0,0,io
1,13.0,1,0,0,0,0,0,0.0,129.0,0,0.154166667,10.0,5.0,45.0,0,site
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.0,0.0,3.0,28.0,0,app
1,97.0,2,0,0,0,2,0,1.0,394.0,0,0.061,3.0,2.0,49.0,0,com
1,2.0,1,0,1,0,0,0,0.0,834.0,0,0.0,0.0,1.0,29.0,0,com
0,2.0,0,0,0,0,0,0,0.0,35.0,0,0.0,0.0,2.0,27.0,0,in
0,3.0,0,0,0,0,0,0,1.0,965964.0,0,0.066,7.0,7.0,106.0,0,se
0,2.0,0,0,0,0,0,0,0.0,34.0,0,0.042,1.0,2.0,24.0,0,com
2,148.0,1,0,0,0,1,0,0.0,120.0,0,0.0,0.0,1.0,25.0,0,com
1,11.0,1,0,0,0,0,0,1.0,219.0,0,0.07,8.0,10.0,114.0,0,com
0,8.0,0,0,0,0,0,0,0.0,41.0,0,0.0,0.0,2.0,24.0,0,co
0,2.0,1,0,1,0,1,0,1.0,2281.0,0,0.04,1.0,4.0,25.0,0,app
0,15.0,0,0,0,0,0,0,0.0,200.0,0,0.0,0.0,2.0,39.0,0,com
0,2.0,0,0,0,0,0,0,1.0,31.0,0,0.0,0.0,2.0,22.0,0,gy
1,106.0,1,0,0,0,1,0,0.0,706.0,0,0.16,4.0,1.0,25.0,0,xyz
0,102.0,10,6,4,0,5,0,0.0,1249.0,0,0.098611111,15.0,12.0,106.0,0,com
0,2.0,0,0,0,0,0,0,1.0,579.0,0,0.037,1.0,3.0,27.0,0,com
5,64.0,5,1,3,0,1,0,1.0,217.0,1,0.0,0.0,2.0,20.0,0,li
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.308333333,24.0,7.0,54.0,0,co
1,13.0,0,0,0,0,0,0,1.0,103.0,0,0.11875,6.0,4.0,35.0,0,com
0,2.0,0,0,0,0,0,0,1.0,57.0,0,0.159027778,11.0,5.0,48.0,0,xyz
1,49.0,0,0,2,0,0,0,0.0,762.0,0,0.0,0.0,2.0,24.0,0,org
0,124.0,0,0,0,0,0,0,0.0,111.0,0,0.178472222,9.0,3.0,35.0,0,xyz
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.247916667,20.0,8.0,56.0,0,co
1,13.0,1,0,0,0,0,0,0.0,105.0,0,0.152083333,7.0,4.0,32.0,0,site
0,2.0,0,0,0,0,0,0,1.0,39.0,0,0.0,0.0,2.0,30.0,0,com
0,2.0,0,0,0,0,0,0,1.0,58.0,0,0.0,0.0,5.0,49.0,0,com
0,3.0,0,0,0,0,0,0,0.0,272.0,0,0.035,2.0,6.0,57.0,0,com
1,11.0,1,0,0,0,0,0,0.0,71.0,0,0.0,0.0,1.0,26.0,0,tk
0,8.0,0,0,0,0,0,0,0.0,49.0,0,0.0,0.0,1.0,21.0,0,com
0,2.0,0,0,0,0,0,0,0.0,38.0,0,0.0,0.0,2.0,29.0,0,com
0,2.0,0,0,0,0,0,0,0.0,45.0,0,0.0,0.0,1.0,36.0,0,ca
0,59.0,1,2,3,0,0,0,1.0,78.0,1,0.077,4.0,6.0,52.0,0,com
0,9.0,0,0,0,0,0,0,1.0,131.0,0,0.079166667,14.0,3.0,123.0,0,io
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,1.0,28.0,0,com
0,11.0,0,0,0,0,0,0,0.0,80.0,0,0.0,0.0,7.0,49.0,0,top
0,9.0,0,0,0,0,0,0,1.0,76.0,0,0.091666667,9.0,4.0,68.0,0,io
0,124.0,0,0,0,0,0,0,1.0,111.0,0,0.25,8.0,3.0,32.0,0,xyz
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.37,20.0,7.0,54.0,0,co
7,429.0,23,2,8,0,4,0,1.0,107880.0,1,0.0,0.0,4.0,36.0,0,com
0,9.0,0,0,0,0,0,0,1.0,88.0,0,0.086805556,10.0,3.0,80.0,0,io
0,16.0,0,0,0,0,0,0,0.0,93.0,0,0.0,0.0,2.0,29.0,0,com
0,20.0,0,0,0,0,0,0,0.0,207.0,0,0.0,0.0,1.0,19.0,0,cf
1,69.0,0,4,1,0,2,0,1.0,140.0,0,0.0,0.0,3.0,31.0,0,click
0,15.0,0,0,0,0,0,0,0.0,155.0,0,0.0,0.0,1.0,20.0,0,vn
0,40.0,0,0,0,0,0,0,0.0,112.0,0,0.0,0.0,7.0,60.0,0,top
0,9.0,0,0,0,0,0,0,0.0,66.0,0,0.179861111,15.0,4.0,58.0,0,academy
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.028,1.0,5.0,36.0,0,com
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.227083333,18.0,7.0,55.0,0,co
0,2.0,0,0,0,0,0,0,0.0,480.0,0,0.0,0.0,2.0,25.0,0,com
0,27.0,0,0,4,0,0,0,0.0,80.0,0,0.0,0.0,1.0,22.0,0,net
0,3.0,0,0,0,0,0,0,0.0,162.0,0,0.043,1.0,2.0,23.0,0,click
0,2.0,0,0,0,0,0,0,0.0,29.0,0,0.0,0.0,1.0,19.0,0,com
1,9.0,1,0,0,0,0,0,0.0,73.0,0,0.0,0.0,1.0,20.0,0,net
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.106944444,6.0,4.0,39.0,0,site
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.01,2.0,1.0,20.0,0,com
1,5.0,0,0,0,0,0,0,0.0,170.0,0,0.0,0.0,3.0,37.0,0,ly
0,2.0,0,0,0,0,0,0,0.0,34.0,0,0.0,0.0,2.0,26.0,0,jp
0,2.0,0,0,0,0,0,0,0.0,55.0,0,0.247222222,16.0,4.0,45.0,0,app
0,2.0,0,0,0,0,0,0,1.0,108.0,0,0.018,1.0,6.0,56.0,0,io
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.214583333,17.0,7.0,55.0,0,co
1,2.0,1,0,1,0,0,0,0.0,2826.0,0,0.0,0.0,2.0,33.0,0,uk
1,150.0,1,2,4,0,0,0,1.0,123.0,1,0.045,2.0,4.0,44.0,0,co
0,6.0,0,0,0,0,0,0,1.0,206720.0,0,0.04,2.0,6.0,50.0,0,net
1,64.0,3,0,8,0,2,0,1.0,151.0,1,0.086,3.0,3.0,35.0,0,com
9,226.0,0,1,3,0,1,0,1.0,16233.0,0,0.036,1.0,4.0,28.0,0,org
0,88.0,1,0,0,0,1,0,1.0,3375.0,0,0.069,7.0,6.0,101.0,0,work
0,9.0,0,0,0,0,0,0,1.0,52.0,0,0.045,2.0,4.0,44.0,0,com
0,9.0,0,0,0,0,0,0,0.0,44.0,0,0.186805556,7.0,2.0,26.0,0,ru
0,20.0,0,0,0,0,0,0,0.0,210.0,0,0.0,0.0,1.0,22.0,0,ga
0,8.0,0,0,0,0,0,0,0.0,38.0,0,0.0,0.0,1.0,20.0,0,com
0,2.0,0,0,0,0,0,0,1.0,101.0,0,0.075,10.0,4.0,93.0,0,cloud
0,83.0,1,0,0,0,0,0,0.0,118.0,0,0.0,0.0,1.0,24.0,0,com
3,141.0,0,4,0,0,0,0,1.0,161.0,0,0.012,1.0,6.0,82.0,0,io
2,88.0,2,2,6,0,0,1,1.0,9872.0,0,0.043,2.0,4.0,46.0,0,com
1,11.0,1,0,0,0,0,0,0.0,113.0,0,0.0,0.0,6.0,62.0,0,top
1,68.0,0,1,6,0,1,0,1.0,1565.0,0,0.0,0.0,4.0,47.0,0,pk
0,2.0,0,0,0,0,0,0,0.0,484.0,0,0.0,0.0,1.0,29.0,0,com
3,254.0,0,2,15,0,2,1,1.0,61429.0,0,0.093,4.0,6.0,43.0,0,co
3,238.0,0,1,6,0,2,0,1.0,5431.0,1,0.1625,18.0,9.0,77.0,0,com
1,11.0,1,0,0,0,0,0,0.0,85.0,0,0.0,0.0,1.0,22.0,0,in
0,66.0,0,9,0,0,0,1,1.0,220.0,0,0.069,5.0,8.0,72.0,0,ir
0,9.0,0,0,0,0,0,0,1.0,75.0,0,0.091,6.0,3.0,66.0,0,io
2,90.0,2,0,0,0,2,0,1.0,394.0,0,0.064,6.0,9.0,94.0,0,com
0,35.0,0,0,1,0,0,0,1.0,126.0,0,0.0,0.0,3.0,22.0,0,cn
4,271.0,1,19,9,0,3,0,1.0,19902.0,0,0.122222222,6.0,4.0,34.0,0,com
0,2.0,0,0,0,0,0,0,0.0,477.0,0,0.0,0.0,1.0,22.0,0,com
4,276.0,1,19,9,0,3,0,1.0,20375.0,0,0.122222222,6.0,4.0,34.0,0,com
1,13.0,0,0,0,0,0,0,1.0,73.0,0,0.0,0.0,7.0,53.0,0,top
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.0,0.0,1.0,24.0,0,com
2,128.0,0,2,0,0,0,0,1.0,282.0,0,0.0,0.0,5.0,51.0,0,co
2,16.0,0,0,0,0,0,0,1.0,110.0,0,0.0,0.0,3.0,32.0,0,app
2,90.0,2,0,0,0,2,0,1.0,394.0,0,0.089,4.0,3.0,45.0,0,de
0,5.0,0,0,0,0,0,0,1.0,112.0,0,0.086805556,9.0,7.0,72.0,0,net
0,2.0,0,0,0,0,0,0,0.0,33.0,0,0.043,1.0,2.0,23.0,0,com
0,6.0,0,0,0,0,0,0,1.0,14372.0,0,0.0,0.0,1.0,35.0,0,es
0,2.0,0,0,0,0,0,0,1.0,62.0,0,0.13125,10.0,4.0,53.0,0,xyz
0,2.0,0,0,0,0,0,0,1.0,81.0,0,0.068,5.0,13.0,73.0,0,com
1,11.0,0,0,0,0,0,0,0.0,86.0,0,0.0,0.0,2.0,44.0,0,com
2,32.0,0,0,1,0,1,0,0.0,119.0,0,0.0,0.0,3.0,38.0,0,pro
0,2.0,0,0,0,0,0,0,0.0,76.0,0,0.071527778,7.0,7.0,68.0,0,net
0,35.0,1,0,1,0,1,1,1.0,79.0,0,0.0,0.0,3.0,39.0,0,net
4,245.0,0,1,2,0,0,1,1.0,11315.0,0,0.073,3.0,7.0,41.0,0,jp
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.290277778,23.0,7.0,55.0,0,co
3,164.0,0,2,3,0,2,1,0.0,376.0,1,0.0,0.0,1.0,22.0,0,net
0,2.0,0,0,0,0,0,0,0.0,30.0,0,0.0,0.0,1.0,21.0,0,com
0,20.0,0,0,0,0,0,0,0.0,207.0,0,0.0,0.0,1.0,19.0,0,gq
2,82.0,1,1,0,0,1,0,1.0,155.0,0,0.0,0.0,6.0,46.0,0,me
1,2.0,0,0,1,0,1,0,1.0,1339.0,0,0.136805556,12.0,10.0,61.0,0,page
0,20.0,0,0,0,0,0,0,0.0,209.0,0,0.0,0.0,1.0,21.0,0,cf
0,9.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,3.0,30.0,0,org
0,2.0,0,0,0,0,0,0,0.0,28.0,0,0.109722222,3.0,1.0,19.0,0,site
1,29.0,8,0,1,0,1,1,1.0,1085.0,1,0.0,0.0,2.0,22.0,0,gd
0,2.0,0,0,0,0,0,0,0.0,39.0,0,0.0,0.0,2.0,29.0,0,link
5,311.0,1,15,9,0,2,0,1.0,925.0,0,0.104861111,14.0,4.0,93.0,0,cloud
0,2.0,0,0,0,0,0,0,0.0,37.0,0,0.0,0.0,1.0,28.0,0,com
0,2.0,0,0,0,0,0,0,1.0,664.0,0,0.0,0.0,1.0,26.0,0,com
0,89.0,0,4,0,0,0,0,0.0,198.0,1,0.0,0.0,1.0,27.0,0,com
3,141.0,0,4,0,0,0,0,1.0,161.0,0,0.0,0.0,9.0,78.0,0,io
1,13.0,0,0,0,0,0,0,0.0,244.0,0,0.295833333,20.0,1.0,47.0,0,ws
0,10.0,0,0,1,0,1,0,0.0,527.0,0,0.018,1.0,5.0,55.0,0,shop
1,4.0,0,0,0,0,0,0,1.0,100.0,0,0.1125,12.0,4.0,74.0,0,io
3,314.0,0,0,0,0,0,0,1.0,871.0,0,0.0,0.0,4.0,47.0,0,co
0,4.0,0,0,0,0,0,0,0.0,796591.0,0,0.034,1.0,3.0,29.0,0,com
1,11.0,0,1,1,0,1,0,0.0,44881.0,0,0.0,0.0,1.0,19.0,0,cc
0,2.0,0,0,0,0,0,0,0.0,43.0,0,0.0,0.0,4.0,35.0,0,com
0,2.0,0,0,0,0,0,0,0.0,50.0,0,0.0,0.0,3.0,39.0,0,app
1,68.0,0,0,0,0,0,0,1.0,80.0,0,0.03,12.0,4.0,40.0,0,com
0,2.0,0,0,0,0,0,0,0.0,42.0,0,0.0,0.0,2.0,33.0,0,ml
0,2.0,0,0,0,0,0,0,0.0,36.0,0,0.0,0.0,1.0,26.0,0,com
0,45.0,0,0,1,0,0,0,1.0,117.0,0,0.0,0.0,6.0,39.0,0,app
0,170.0,0,3,2,0,0,0,1.0,358.0,0,0.100694444,11.0,6.0,76.0,0,com
1,9.0,0,0,0,0,0,0,0.0,72.0,0,0.0,0.0,1.0,26.0,0,lt
1,11.0,0,0,0,0,0,0,0.0,73.0,0,0.062,2.0,2.0,32.0,0,com
0,71.0,0,0,0,0,2,1,1.0,23026.0,1,0.0,0.0,8.0,59.0,0,com
1,5.0,0,0,0,0,0,0,1.0,86.0,0,0.045,1.0,2.0,22.0,0,ly
1,9.0,1,0,0,0,0,0,0.0,89.0,0,0.091666667,5.0,6.0,38.0,0,mx
0,35.0,0,1,0,0,0,0,1.0,5026.0,0,0.102777778,4.0,4.0,27.0,0,app
1,2.0,1,0,0,0,0,0,0.0,1553.0,0,0.0,0.0,1.0,31.0,0,com
0,26.0,0,0,0,0,0,0,1.0,176.0,0,0.051,2.0,3.0,39.0,0,app
0,9.0,0,0,0,0,0,0,0.0,42.0,0,0.0,0.0,1.0,25.0,0,com
4,274.0,1,1,9,0,3,0,1.0,19479.0,0,0.109722222,6.0,4.0,38.0,0,com
3,108.0,0,0,0,0,0,0,1.0,8125.0,0,0.038,1.0,3.0,26.0,0,app
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.04,22.0,7.0,55.0,0,co
4,44.0,0,5,0,0,2,0,1.0,268.0,0,0.1125,6.0,3.0,37.0,0,co
0,9.0,0,0,0,0,0,0,0.0,44.0,0,0.179861111,7.0,2.0,27.0,0,ru
0,129.0,3,1,1,0,0,0,0.0,368.0,0,0.12,3.0,3.0,25.0,0,com
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.0,0.0,4.0,52.0,0,co
3,314.0,0,0,0,0,0,0,1.0,871.0,0,0.0,0.0,4.0,43.0,0,co
0,522.0,0,1,0,0,3,1,0.0,106195.0,0,0.0,0.0,7.0,73.0,0,com
0,3.0,0,0,0,0,0,0,0.0,27.0,0,0.053,1.0,2.0,19.0,0,cn
1,9.0,1,0,0,0,0,0,1.0,120.0,0,0.02,9.0,7.0,45.0,0,com
0,23.0,0,0,0,0,0,0,1.0,221.0,0,0.027,2.0,9.0,73.0,0,app
1,86.0,67,0,63,0,4,0,0.0,266643.0,0,0.122222222,24.0,24.0,136.0,0,com
4,271.0,1,19,9,0,3,0,1.0,19735.0,0,0.1125,6.0,4.0,37.0,0,com
41,709.0,6,24,72,0,6,1,0.0,16918.0,0,0.0,0.0,1.0,27.0,0,net
3,314.0,0,0,0,0,0,0,1.0,871.0,0,0.0,0.0,3.0,53.0,0,co
2,198.0,0,0,0,0,0,0,1.0,869.0,0,0.0,0.0,5.0,33.0,0,co
0,2.0,0,0,0,0,0,0,0.0,34.0,0,0.0,0.0,1.0,25.0,0,com
0,2.0,0,0,0,0,0,0,0.0,44.0,0,0.0,0.0,3.0,35.0,0,club
1,20.0,0,0,0,0,0,0,0.0,141.0,0,0.0,0.0,1.0,27.0,0,se
